Winner,Afn120207,Age295214,Age775214,Bps030214,Bza010213,Bza110213,Bza115213,Edu635213,Edu685213,Hsd310213,Hsd410213,Hsg010214,Hsg096213,Hsg445213,Hsg495213,Inc110213,Inc910213,Lfe305213,Lnd110210,Man450207,Nes010213,Pop010210,Pop060210,Pop645213,Pop715213,Pop815213,Pst120214,Pvy020213,Rhi225214,Rhi325214,Rhi425214,Rhi525214,Rhi625214,Rhi725214,Rhi825214,Rtn130207,Rtn131207,Sbo001207,Sbo015207,Sbo115207,Sbo215207,Sbo315207,Sbo415207,Sbo515207,Sex255214,Vet605213,Wtn220207
Not John Kasich,10158,18.2,24.1,10,235,1827,-5.6,89.9,12.4,2.29,3590,6328,5.4,84.1,86200,35260,20892,20,1171.36,0,409,8485,7.2,1.5,86.2,2.7,-3.7,20.7,0.3,9.1,0.2,0,3.7,0.9,86.2,110816,13097,0,0,0,0,0,0,0,50.6,892,0
Not John Kasich,57479,22.3,16.4,18,1135,12398,-1,90.6,14.2,2.52,27485,30071,11.8,77.3,108300,46217,22713,28,530.67,409484,4257,70648,133.1,1,87,2.4,-2.4,15.3,0.7,0.6,0.5,0.1,1.4,2.9,94.3,614745,8568,5388,28.7,0,0,0,0,0,50.5,5252,0
Not John Kasich,24671,21.4,18.3,23,854,8641,-2.6,86.8,12.7,2.55,21211,24256,7.9,81.7,95700,43039,20767,30.2,803.13,581524,3486,55729,69.4,0.8,87.7,2.7,-3.1,15.7,1.2,0.6,0.4,0,1.2,3.3,93.7,432316,7624,4377,0,0,0.8,0,0,0,49.9,4494,283100
Not John Kasich,80514,24.2,16,81,1270,15280,2.3,85.3,17.9,2.6,28374,36639,12,78,118700,45129,21732,24.5,607.47,1312898,4661,76258,125.5,4.5,89.7,9.9,-1.4,19.4,4.2,1.2,0.5,0,2.4,11.1,81.7,556714,7145,5837,27.2,0.7,0,0,0,0,50.5,6290,0
John Kasich,613520,19.7,12,570,7971,143487,3.3,94,51.3,2.42,135800,148470,33,60.8,198400,59055,33231,23,705.97,5331756,27876,344791,488.4,11.4,77.1,14.2,3.4,15.4,12.8,0.4,8.7,0.1,3.3,4.4,71,3681086,10584,32615,33.1,0,4.9,7.5,0,0,50.7,16860,3630996
Not John Kasich,3112369,24.1,13.8,1001,31821,590972,1.5,84.1,21.3,2.66,670987,814399,22.6,64.8,86800,41184,22308,25,612.08,55896948,126314,1820584,2974.4,7.8,85.7,12.6,-3.1,24.5,39.3,0.5,3,0,2.3,5.7,50,17275751,8720,137728,36.7,0.8,3.7,28.6,1.9,0.2,51.9,105562,26102859
Not John Kasich,48791,23.3,17.6,45,839,12341,-1.3,88,16.8,2.59,12473,16670,9.3,76.8,100100,40965,20573,20.5,565,0,2271,32735,57.9,1,85.6,3.1,0.5,18.6,0.6,0.7,0.6,0.1,1.7,1.8,94.7,525400,16573,2632,0,0,0,0,0,0,50.1,2940,157398
Not John Kasich,98002,21.2,16.7,3,817,10418,-2.5,78.8,17.5,2.54,12087,14617,11.7,68,80900,27381,17544,19.8,462.41,0,2360,32297,69.8,4.4,90.8,5,-1.7,28.4,53.4,0.4,0.5,0,1,8,37.6,427733,13528,2409,13.4,0,0,23.3,0,0,49.5,2028,0
Not John Kasich,42518,23.8,17.1,10,782,11780,-0.4,78.5,17.4,2.5,14679,17106,9.3,71.1,84300,33600,19145,20.5,400.04,944585,2465,37057,92.6,1.4,85.8,2.9,0.9,20.8,12.5,0.3,0.4,0,1,3.1,82.9,527641,14756,2909,18.2,0,0.9,0,0,0,51.1,2377,0
Not John Kasich,1322,21.1,21,1,165,1210,4.8,74.7,11.6,2.49,5212,6632,1.9,85.3,70300,30750,16977,35.8,730.1,0,811,13131,18,0.4,94.3,1.3,-3.8,25.7,40.9,0.2,0.1,0,0.8,1,57.3,36342,2727,992,0,0,0,0,0,0,51.4,726,17879
Not John Kasich,13697,25.1,19.5,5,334,4528,-4.5,73.2,16,2.65,7185,9126,6.1,73.6,71200,31641,18422,27.5,734.98,319485,1215,19564,26.6,1.2,87,1.7,-2,27.7,42.3,0.3,0.3,0,0.6,2,54.8,171350,8756,1577,27.1,0,0,0,0,0,52.8,1408,37028
Not John Kasich,0,22.4,17.9,2,57,928,10.5,73,9.9,2.69,3195,4195,2,81.7,81200,31060,18597,35.3,406.62,0,573,8729,21.5,1.1,89.4,2.5,-5,24.1,36.2,0.4,0.1,0,1,2.5,60.2,25101,3141,528,0,0,0,0,0,0,50,412,0
Not John Kasich,31055,25.6,13.7,22,735,8683,2,73.8,21.2,2.64,12301,14301,19.5,56.4,83500,28599,16462,17.8,876.57,287016,1953,34145,39,1.5,83.7,3,-1.1,34.3,64.7,0.2,0.7,0.1,0.6,2.2,32.3,303409,8116,2240,31.4,0,2.1,28.9,0,0,53.2,1434,0
Not John Kasich,2525,24.2,17.6,2,257,2654,-2.7,68.2,9.5,2.46,5944,6923,6.6,70.5,61500,30000,17034,23.7,586.57,235326,955,14962,25.5,3.2,85.7,5.3,-1.5,23.7,28,0.2,0.1,0,1.1,5.6,65.5,94108,6445,1101,27.2,0,0,0,0,0,51.9,805,29012
Not John Kasich,667,19.8,21,0,103,598,-2.3,78.2,12.3,2.72,3757,5060,2.8,83.2,68800,31039,16897,23,628.24,0,656,10597,16.9,0.7,93.7,1.6,-3.2,24.4,34,0.2,0.2,0,0.9,1.3,63.9,24204,2344,0,0,0,0,0,0,0,49,466,0
Not John Kasich,11476,25,15.6,3,343,5231,-4.2,72,10,2.58,6614,7507,9,73.2,64600,31061,16677,25.2,501.78,427185,1090,17392,34.7,1.5,88.2,3.4,-0.5,25.3,43.9,0.3,0.4,0.1,1,3.9,51.2,128019,6785,1467,25.4,0,0,0,0,0,51.9,657,101537
Not John Kasich,1666,22.5,19.2,0,120,1212,2.1,78.3,12.6,2.43,3378,4154,6.9,71.4,70600,29876,17145,28,418.18,0,659,8547,20.4,0.1,85.5,0.7,-3,24.1,29.5,0.3,0.3,0.1,1.2,1.3,67.7,30814,3424,469,0,0,0,0,0,0,51.6,632,0
Not John Kasich,4726,21.9,14.3,0,111,0,0,80.9,18.6,2.84,3190,4221,3.6,80,54500,23689,12177,23.3,487.41,0,329,9604,19.7,0.8,93.8,1.5,-5.4,33.1,84.1,0.2,0.7,0,0.8,1.2,13.8,39271,3675,310,14.5,0,0,40,0,0,52.5,341,0
Not John Kasich,4486,23.1,18.5,0,229,2520,-9.8,77,11.7,2.62,6305,7874,3.7,84.1,59900,31362,18066,30.2,691.55,0,968,16732,24.2,0.3,93.3,0.8,-2.6,23.4,34.2,0.4,0.2,0,0.7,1.1,63.5,58099,3346,1413,17.3,0,0,0,0,0,52.7,1359,0
Not John Kasich,15843,24.2,16.3,6,356,4090,-3.2,79.1,17.9,2.61,7750,9194,12.1,71.3,80600,30764,18273,22.8,410.08,392963,1273,20634,50.3,0.5,88.8,1.9,-2,26.4,58.6,0.2,0.2,0,0.7,1.4,39.4,126026,6037,1424,25.2,0,0,0,0,0,53,1220,0
Not John Kasich,120568,27.6,13.3,6,555,6625,-2.9,76.6,17.5,2.66,9464,10750,21.9,53.3,55600,26407,15742,19.5,552.44,0,1768,26151,47.3,0.5,86.3,1.2,-5.1,38.2,74.9,0.1,0.7,0,0.7,1.5,22.6,260323,9448,2027,27.5,0,0,33,0,0,53.9,1198,0
Not John Kasich,15675,23.6,15.4,6,437,5924,-2.9,79.6,13.5,2.83,9897,12113,3.4,76.3,74100,35421,18318,25.3,777.24,0,1665,29449,37.9,2.3,91.9,3.6,-2.2,26.3,51.4,0.2,0.4,0,1,2.8,44.9,143069,4889,1803,21.5,2.3,0,19.7,1.5,0,51.6,1785,0
Not John Kasich,11175,24.8,17,8,328,3932,1.3,76.5,14.2,2.73,7036,8505,2.5,83,71800,33381,17241,27.3,413.79,0,1430,19568,47.3,0.3,91.2,1,-0.7,29.9,35.9,0.2,0.3,0.1,1,2.1,61.2,171612,8453,1495,20.1,0,0,12.3,0,0,51.1,1460,66560
Not John Kasich,158846,23.1,12.7,165,1853,31976,3.3,83.8,27,2.58,27822,32602,25,56.5,117500,36726,19736,20.8,466.31,883448,5162,74934,160.7,2.8,78.9,4.2,1.9,27.6,37,0.4,1.1,0.1,1.4,3.2,57.5,2121634,26812,5646,24.8,0,1.9,12.4,0,0,52.2,5360,424129
Not John Kasich,0,24.5,17.8,0,117,1123,0,81.1,11.3,2.39,3311,4157,3.2,79.6,63700,32372,24234,39.8,563.78,0,448,8118,14.4,0.3,94,1.1,-3.5,23,35.5,0.2,0.1,0,0.9,0.8,62.7,20884,2507,524,0,0,0,0,0,0,51.2,589,0
Not John Kasich,13432,26.2,14.5,0,310,3508,7.8,83.8,10.3,2.83,7842,9357,2.2,84.2,94400,43958,20217,35.2,478.71,0,1291,22578,47.2,1.8,86.4,2.1,3.2,18.6,8.5,0.4,0.3,0,0.9,2.2,87.8,231543,10510,2033,21.3,0,0,4.9,0,0,49.5,1630,0
Not John Kasich,1698,20,12.9,0,122,709,-4.8,75.7,7.8,2.74,4117,5123,5.5,87.4,83200,36888,14463,37.6,712.76,0,638,14400,20.2,0.8,83.4,2.6,-0.5,18.2,27.2,0.4,0.1,0,0.8,1,70.6,39126,2857,783,0,0,0,0,0,0,40.5,1153,27584
Not John Kasich,36218,23.7,16.6,14,546,8225,4.4,78.4,14.7,2.69,7941,10188,11.5,73.5,86500,34129,21084,21.5,422.11,732464,1337,21906,51.9,0.4,88.3,0.9,-1.1,21.9,42.4,0.2,0.4,0,0.9,1.2,55.2,377005,16312,1973,32.2,0,0,14.5,0,0,52.7,1095,0
Not John Kasich,133842,22.1,17.3,502,686,9779,-0.9,85.4,22,2.43,18145,23604,12,75.3,133900,44522,22621,29.1,473.75,0,3200,43929,92.7,3.6,85.2,5.2,4.4,18.7,8.4,0.6,1.1,0.1,2,3.6,84.7,383192,9642,4258,0,0,3.3,0,0,0,50.9,4397,0
Not John Kasich,1619113,24.3,13.2,1125,4114,71566,0.6,85.6,20.7,2.57,72253,89749,23.6,61,143000,43124,22677,21.7,573.99,0,13979,187105,326,4.5,79.1,6.7,6.4,19.9,24,0.5,3,0.1,2.5,5.4,65.3,2903219,16472,14674,24.7,0,4.7,10.7,1.5,0,50.4,22647,839746
Not John Kasich,403797,25.2,12.1,611,5446,98058,-0.3,85.1,27.4,2.71,87844,104082,23.6,59.3,106400,37626,20448,21.3,869.74,1406186,19824,245285,282,1.9,84.8,3.1,-0.7,25.3,70.8,0.2,0.8,0,0.9,1.6,26.2,2992625,12021,21768,33.5,0,1.8,37.5,0.4,0,53.2,14001,2118836
Not John Kasich,5530,26.8,13.5,7,246,2068,1.2,71.4,12.7,2.81,6511,8415,7.3,71,49000,22325,12113,25.7,756.7,207973,1148,19198,25.4,0.2,91.9,0.6,-5.2,43.5,82.2,0.1,0.5,0,0.6,0.9,16.4,114372,5599,1086,25.9,0,0,39.7,0,0,52.2,574,31091
Not John Kasich,4395,27.4,14.2,0,154,1751,-3.4,64.1,10.9,2.95,3107,3832,11.7,54.3,63000,23600,12874,19,418.49,0,542,9375,22.4,0.8,88.9,0.8,-6.8,44.9,75,0.1,0.4,0.1,1,2.5,22,81350,8198,718,27.6,0,0,0,0,0,52.9,499,15127
Not John Kasich,0,15,13.7,1,8,65,27.5,56.4,5.3,2.38,461,558,12,67.5,60800,24767,13731,26.9,413.05,0,71,1406,3.4,0,79.3,0.1,-0.6,32.5,63.9,0.4,0.6,0,0.1,0.9,34.4,0,0,40,0,0,0,0,0,0,40.6,85,0
Not John Kasich,12294,21.9,17.4,1,346,4709,1.7,76.7,13.5,2.53,8859,10167,3.2,79,79300,36073,18106,23.6,532.79,0,1287,23401,43.9,0.2,87.2,2.2,0.5,15.7,6.8,0.3,0.3,0,0.7,1.4,90.7,135017,5876,2007,25.3,0,0,0,0,0,50.9,1526,59439
Not John Kasich,178044,24.2,14.2,327,2241,43812,3.4,86.3,19.6,2.77,50007,61115,14.4,70.8,123300,48943,23879,24.3,722.75,0,8646,139668,193.2,3.5,85.6,6.4,1.1,15.9,22.1,0.4,2.3,0.1,1.8,5.5,68.5,1305043,9964,9245,30.6,0.6,3.8,12.5,0,0,50.9,14074,0
Not John Kasich,4405,23.5,18,1,215,3442,-2,76.6,12.9,2.38,7015,8217,3.4,79.3,72700,31170,18075,26,676.24,256511,887,17062,25.2,0.6,93.7,1.1,-2.7,22.1,52.4,0.2,0.2,0.1,0.7,1.2,45.6,68927,3839,1100,31.9,0,0,0,0,0,51.3,1001,89451
Not John Kasich,0,23.2,13.9,0,60,713,-2.2,79.7,19.9,2.84,2520,3677,9.5,71.5,61500,26028,12723,24.6,519.93,0,491,7726,14.9,0,94,0.4,-1.7,40,85.1,0.2,0,0.1,0.5,0.5,14,18620,2073,552,53.1,0,0,0,0,0,50.2,304,0
Not John Kasich,442842,25.6,15.5,21,1330,24668,-1.8,78.7,16.8,2.69,24677,28638,9.7,73.5,84200,38074,19519,21.9,694.8,1759970,4091,67761,97.5,3.2,88.3,5.3,0.8,23,29.3,0.6,0.5,0,0.9,4.3,65.1,816399,12212,4578,23.3,0,0,6.9,0,0,51.4,4596,402659
Not John Kasich,1374,20.8,17.2,0,138,1663,26,75.9,10.4,2.64,3605,4732,7.1,76.1,65500,29003,13795,27.3,766.18,0,485,10456,13.6,0.8,90.4,3.8,-2.8,33.3,60.4,3.5,0.2,0,0.8,0.8,34.7,46672,4670,567,0,0,0,34.7,0,0,49.8,579,0
Not John Kasich,96237,18.1,11.3,471,1067,14001,5.1,86.3,37.2,2.77,15743,23978,25.6,59.4,163000,43328,21388,18.3,631.71,0,3634,47351,75,2.9,71.8,4.6,11.8,25.6,23.7,0.3,2.6,0.1,1.2,2.3,70.2,507113,11711,3805,21.9,0,0,0,0,0,51.2,2287,0
Not John Kasich,103490,25.8,11.6,0,1283,16441,0.8,90.3,33.1,2.6,21678,24261,22.3,65.8,163900,51154,26345,24.9,497.06,0,4149,55658,112,2.2,80.6,3.3,7.9,17.4,20.6,0.3,1.3,0.1,1.2,2.5,74.4,991801,20858,5219,22.4,0,1.2,0,0,0,51.8,3884,0
Not John Kasich,135846,24,15.1,118,1945,30471,0.1,84.1,18.9,2.56,29809,34945,17.7,66.1,87400,36203,21346,20.6,703.63,750921,4904,80261,114.1,1.8,85,3.1,-0.7,24.1,42.9,0.3,0.8,0.1,1.1,2.2,53.2,1320584,16936,6323,26.2,0,0,19,0,0,51.6,6565,1127560
Not John Kasich,4008,24,16.2,5,162,1796,2.6,82.3,12.9,2.63,4830,6034,4.2,80,79600,38393,20655,35.8,430.67,0,691,12929,30,0.2,94.1,1.3,-3.3,18.8,31.4,0.3,0.3,0,0.9,1.9,65.6,46762,3530,1081,17.3,0,0,0,0,0,51,1067,0
Not John Kasich,13004,28,14.4,0,289,4802,1,74.9,10.7,2.77,8069,9419,4.8,75.5,73800,32521,16780,32.4,583,0,1144,23805,40.8,2.5,88.3,6.1,-2.6,27.7,41.9,6.7,0.3,0,0.9,4.2,47.7,180447,7927,1195,22.7,0,0,24.5,0,0,47.9,1334,22652
Not John Kasich,148229,25.8,14.3,98,2422,45839,-0.5,82.9,21.8,2.59,31898,36216,15,70.9,108300,42074,21799,18.8,449.95,2986825,5659,82910,184.3,2,86.6,4.4,2.8,18.3,28.7,0.2,0.8,0,1.2,2.5,66.9,1439479,17967,6912,21.8,0,0.7,7.8,0.6,0,52.2,5227,847900
Not John Kasich,51401,27,12.6,19,724,12257,0.9,73.2,19,2.77,10887,13162,17.7,50.7,69200,24480,14307,16,592.54,0,1505,32317,54.5,3.1,90.6,3.4,-2.8,40.4,72.7,0.4,0.7,0,0.7,2.5,24,438713,12503,1599,26.9,0,3.5,0,0,0,51.9,1052,0
Not John Kasich,41228,24.7,15.6,8,794,10329,1.2,82.8,16.8,2.62,13045,15274,6.8,74,84900,36498,19566,28,586.12,275680,2292,34869,59.5,0.8,92.5,2,-0.3,23.5,31,0.2,0.4,0,0.7,1.1,66.9,501974,14629,3017,0,0,0,17.5,0,0,52.2,2037,0
Not John Kasich,88621,24.1,14.4,85,1494,20302,-4,82,21.4,2.51,23178,27014,16.5,62.1,115700,37868,20951,21,505.51,2075457,3820,59779,118.3,1.9,83.2,4.1,-0.1,25.4,44,0.2,0.7,0.1,1.1,1.9,52.5,809310,13596,5145,23,0,1.6,11.3,0,0,52.4,5251,0
Not John Kasich,180563,25.6,12.3,742,2897,45064,5.3,89.2,45.8,2.63,36342,41147,19.2,70.3,201200,59904,33170,23,714.51,6471938,9961,95203,133.2,4,88.6,5.8,6.8,12.7,38.3,0.4,2.4,0.1,0.8,2.8,55.9,1268437,14172,11036,24.7,0,1.9,17.5,0,0,52.1,5516,3305948
Not John Kasich,20071,24.2,16.6,0,588,6120,-7.5,74.3,13.2,2.58,9985,11840,6.3,74.7,77900,29400,18126,33.1,542.38,166262,1789,27088,49.9,0.3,86.4,1.4,-4.5,28.2,32.4,0.2,0.3,0,1,1.4,64.9,259002,10098,2477,24.9,0,1.3,0,0,0,51.7,1646,155659
Not John Kasich,14189,22.1,15,118,420,6472,3.9,73.9,11.2,2.67,13050,15038,4.8,79.5,83700,36022,17978,30.9,706.19,0,2557,37144,52.6,1.5,89.5,2.8,-2.4,22.2,47.6,0.3,0.3,0,0.9,3.3,48.1,166379,4559,2734,29.1,0,0,36.8,0,0,50.6,2207,43470
Not John Kasich,21770,23,17.6,3,644,7909,-3.5,76.7,13.1,2.6,13960,16443,6.3,77.3,78500,36308,18167,23.3,765.09,1472743,1889,36989,48.3,0.3,87.9,1.3,-2.7,21.6,30.8,0.3,0.2,0,0.9,1.1,67,281974,7610,2169,30,0,1.2,7.1,0,0,52,2385,111082
Not John Kasich,7336,22.9,19,89,215,2415,2.5,72.7,13.1,2.51,4229,5419,4.6,74.5,68600,30466,15523,20.3,406.98,0,581,10925,26.8,0.1,94.1,0.3,-4.8,31.1,45.5,0.2,0.3,0,0.7,1.2,52.4,136579,11892,908,29.7,0,0,25.6,0,0,52.2,767,7623
Not John Kasich,24150,28.1,14.7,0,507,7940,-1.6,77.2,12.6,2.69,10829,12359,5,73.2,75900,37050,18693,24.4,570.14,192438,1620,29676,52.1,1.1,87.3,11.1,-0.7,24.1,21.2,16.4,0.4,0,1.5,2,59.1,255834,8565,1760,26.6,1.8,0,0,0,0,52.2,1721,286853
Not John Kasich,11180,25.4,16.2,0,318,3827,-3,83.3,14.7,2.64,7931,9371,4.1,77.6,72100,39190,18864,26.4,578.1,290795,1212,21720,37.6,1,87.5,4.4,0.5,18.6,30.3,4.9,0.4,0,0.9,1.7,62.2,146663,6500,1355,26.4,0,0,0,0,0,52,1839,9154
Not John Kasich,4571,25.3,15.7,0,195,1708,-0.6,65.5,11.2,2.66,4194,5167,6.4,71.8,59000,24338,12780,26.8,695.14,198912,937,11545,16.6,1.2,89.3,2.5,-3.7,34.6,71.7,0.2,0.3,0,0.8,1.1,26.2,82888,6993,760,23.9,0,0,0,0,0,51.9,379,26843
Not John Kasich,77313,18,10.3,257,846,11180,0.3,86.4,42.6,2.42,18176,21292,34.4,51.7,129200,30987,20202,18.9,458.2,514341,2887,47671,104,3.7,71.4,5.5,3.7,33.7,37.2,0.2,3.2,0.1,1.1,1.7,56.8,387892,8838,2624,22.5,0,2.1,0,1.1,0,50.4,2216,166199
Not John Kasich,32577,25.9,14.2,9,629,8295,-3.6,75.8,14.3,2.86,11928,14718,6.6,76.3,77500,35715,18073,25.8,685.14,495278,2411,34707,50.7,0.2,91.4,0.5,-0.7,25.3,49.7,0.3,0.2,0,1,1.8,47.5,384416,10918,2784,26.2,0,0,0,0,0,51.7,1901,484515
Not John Kasich,43186,23.3,17.2,177,808,7860,7.3,83.2,13.2,2.65,20556,24552,6.9,77.6,111600,42510,20549,33.4,810.86,0,3867,55834,68.9,1.7,87.7,2.2,-0.9,22.2,12.8,0.6,0.5,0.1,1.7,3,81.7,615612,10779,5224,0,0,0.8,0,0,0,50.5,4982,0
Not John Kasich,1221,23.6,17.2,1,147,1528,-4.4,80,8.2,2.69,4483,5521,4.4,84.9,81200,36124,17183,31.2,647.25,0,726,12250,18.9,0.3,89.6,0.7,-0.2,21,20.2,0.4,0.2,0,1.2,1.3,76.9,60391,4951,955,21.5,0,0,0,0,0,51.4,917,0
Not John Kasich,50918,26.6,15.6,1,974,12650,-2.5,78.2,15.8,2.7,14614,17891,11.1,70.1,82200,34841,18183,23.4,409.02,0,2923,40404,98.8,1.2,83.8,2.7,-0.9,27.5,52.5,0.3,0.6,0,0.8,1.3,44.9,544686,13694,3533,26.2,0,0,29.2,0,0,52.6,2235,188719
Not John Kasich,14755,26.6,13.9,25,490,10304,-3.6,76.4,12,3.01,9937,12551,4.1,78.2,80000,39899,18576,24.1,497.69,0,1939,29957,60.2,2.5,87.3,5.1,3.3,14,15.6,0.6,0.3,0,1.3,6.3,77,203614,7068,1706,14.5,0,0,0,0,0,50.4,1528,57538
Not John Kasich,17540,22.9,17,14,482,6084,-8.7,72.7,11.4,2.53,9611,11074,11.2,72.8,73200,32503,16589,23.6,414.98,975223,1510,25276,60.9,0.2,83.8,1.4,0.6,24.2,14.2,0.3,0.2,0,1.2,1.3,83.2,162043,6359,1862,32.1,0,0,5.9,0,0,50.8,1133,17781
Not John Kasich,1903,24.9,15,1,107,723,-7.8,68,13.7,2.53,3114,3595,8.6,68.6,49200,22863,13954,22.5,405.01,0,471,8223,20.3,1,83.5,2.7,-6.6,40.7,69.1,0.2,0.3,0,1.3,1,28.4,24719,2815,353,0,0,0,34.3,0,0,52.1,483,19137
Not John Kasich,197777,24.3,13.3,573,3451,51315,0.8,88.9,28.5,2.6,53223,58210,13,75.5,148900,57380,26897,25.1,775.49,1865834,11639,141617,182.6,2.4,84.1,4.2,4.2,11.5,20.2,0.2,1.2,0.1,1.1,2.6,75,2226182,16103,12782,23.7,0,2.4,7.6,0,0,51.7,9765,2629579
Not John Kasich,19732,26.6,13.7,4,465,9376,-0.1,72.3,9.6,2.88,9692,11481,6.4,75.7,68600,34534,16789,23.8,609.19,1057520,1517,28264,46.4,7.1,86.4,9.2,0.7,24.7,38.1,0.7,0.5,0.5,1.2,10.7,50.5,235128,8050,1806,0,0,0,18.9,2.4,0,51.2,1264,41172
Not John Kasich,1618,25.4,16.1,2,125,781,-7.6,77.3,21.1,2.75,1725,2122,8.8,64.4,64900,35125,15744,18.2,431.72,0,377,4916,11.4,0.2,87.8,0.9,-5.5,31.2,69.6,0.2,0.3,0,0.8,1.7,28.1,30978,5644,465,0,0,0,0,0,0,53.8,294,64205
Not John Kasich,20622,25.3,15.6,24,417,5713,-1.7,78.3,14.7,2.72,9786,11934,6.5,76,80800,38362,18314,34.2,589.16,0,1953,27503,46.7,1.5,88.7,2.2,-0.1,22.6,35.7,0.3,0.4,0.1,0.9,1.6,61.5,212575,7640,2166,23.6,0,0,17,0,0,51.3,1709,0
Not John Kasich,1829,24.4,17.2,2,162,2207,0.7,80.8,13.2,2.6,6269,7244,2.1,83.3,77600,34753,20334,28,636.25,402581,895,16491,25.9,0.6,94,1.5,-1.8,23.6,23.6,0.2,0.1,0,0.7,1.5,74.3,51097,3206,1131,32.7,0,0,14.8,0,0,51.9,948,12597
Not John Kasich,18606,22.4,14.3,20,261,2690,-1.1,84.5,13.6,2.88,5871,7238,4.7,82.6,107000,42963,18576,33.5,445.49,0,1167,17786,39.9,0.9,86.7,1.5,0.5,18,19.8,0.5,0.3,0,1.1,1.7,76.8,190727,12237,1376,26.2,0,0,0,0,0,50.1,1520,0
Not John Kasich,15067,23.3,11.6,7,447,4861,0.9,70.2,13,2.92,8394,9698,15.7,58.6,69500,26619,12588,18,697.75,0,1440,29450,42.2,0.7,83.3,2.4,-6.6,36.1,73,0.3,0.4,0,0.6,1.5,25,211330,6825,1945,28.6,0,0,29.5,0,0,47.2,1321,0
Not John Kasich,3639,20.4,13.5,4,172,1710,-4.6,65.7,8.5,2.58,4640,5533,4.7,73,64000,29853,12747,24.5,645.29,0,821,15378,23.8,4.9,86.5,10.6,-4,30.2,56.4,0.3,0.9,0.1,1,6.2,36.1,56799,4315,728,17,0,0,13.5,0,0,44.3,640,62382
Not John Kasich,14639,24.2,15,45,358,3961,0,79.9,15.4,2.73,9936,11165,8.6,74.5,112600,41494,20431,29.5,404.76,244257,1958,28886,71.4,1.5,89.1,2.5,-2.3,18.5,31.3,0.3,0.3,0.1,1.3,2.5,64.7,237674,8833,2107,32.5,0,0,19.1,0,0,51.7,1585,18733
Not John Kasich,11772,24.6,15.8,5,343,5098,-3.6,75.8,10.3,2.56,8472,9717,5.2,76.5,74800,34636,18493,22.8,457.82,566188,1369,22232,48.6,1.6,86.6,4.6,-0.9,25.5,16.7,0.4,0.2,0,1.4,4.8,77.1,130910,6101,1674,16.4,0,0,0,0,0,50.8,1274,131842
Not John Kasich,9168,22,19.6,2,350,4062,-1,76.8,11.3,2.52,7643,10312,7.6,75.9,72900,32592,18338,22.9,424.25,305441,1102,19593,46.2,2,88.7,3.7,-0.9,17.6,2.8,0.4,0.2,0,0.9,2.6,93.4,112571,5867,1634,16.5,0,0,0,0,0,51.8,1546,54700
Not John Kasich,1308603,30.3,10.2,15,217,9548,-0.9,76.8,15.4,2.53,4116,4824,37,43.6,74000,31446,15549,18.3,454.67,0,678,10778,23.7,3.8,82.6,4.7,-1.7,30.3,75.6,0.2,0.9,0.2,1,2.4,20.4,130682,12457,509,34.2,0,0,32.2,0,0,52.9,522,40673
Not John Kasich,20831,25.2,15.7,19,495,9445,6.1,76.1,14.8,2.62,10322,11789,6,72.8,85500,38373,19273,23.6,415.6,418120,1840,27134,65.3,3.2,87.6,4.7,3.5,23.5,15.1,0.3,0.3,0.1,1.4,4.6,78.8,267289,9965,2330,19.7,0,0,0,0,0,51.2,1681,174650
Not John Kasich,0,24.6,17.7,0,217,1983,-3.1,74.8,12.6,2.68,5649,7139,3.1,82.5,85100,31090,16850,34.2,403.94,167291,1151,15443,38.2,0.6,93.2,2.1,-3.8,25.3,43.8,0.4,0.2,0.1,1.3,1.8,52.9,124687,8113,1301,33.2,0,0,41.1,0,0,51.9,701,0
Not John Kasich,384592,24.8,14.6,7,1017,19620,3.3,83.4,24.7,2.6,18404,21878,18,64.9,103600,41025,22362,18.3,588.5,1856711,3094,48773,82.9,1.6,90.3,3.1,-1.6,24.4,48.2,0.3,0.9,0,1,2,48.1,606527,12405,4157,29.8,0,0,18.8,0,0,52.4,2786,0
Not John Kasich,93800,26.5,13.6,10,1154,14531,1.8,75.5,18.7,2.75,18123,21621,19.3,54.8,73700,28093,16671,17.7,724.74,840250,3399,51137,70.6,1.3,82.6,3.3,-4.3,37.3,71.4,0.2,0.7,0,0.6,1.3,26.3,577738,10413,4469,35.3,0,2.6,43.9,1.5,0,53.2,2820,0
Not John Kasich,15340,24.8,15.7,2,378,4528,-2.4,72.7,10.2,2.52,8105,9213,3.4,83.3,68400,29925,18928,30.6,810.75,287499,1304,20747,25.6,0.2,92.6,2,-1.2,28.4,39.4,0.3,0.2,0,0.9,1.5,58.1,178937,8466,1806,28.6,0,0,0,0,0,51.9,1178,221065
Not John Kasich,3192,24.2,16.6,2,172,1655,0.6,81.3,19,2.45,4084,4805,8.5,73.6,70900,33524,18728,30.8,420.94,0,790,10253,24.4,0.7,83.6,1.3,-2.7,24.9,19.7,0.2,0.3,0,1.1,1.3,77.5,69649,7119,1065,34.7,0,0,0,0,0,51,531,1960
Not John Kasich,3435,21.7,15.5,0,139,1487,-0.5,71.9,11.8,2.48,3496,5039,4.3,77.5,59400,33618,18717,35.4,678.11,0,564,9878,14.6,0,89.1,1,-7,27.8,70.2,0.2,0.2,0,0.5,0.7,28.6,59831,5857,789,25.5,0,0,0,0,0,46.6,386,44221
